P_NAME,P_DETECTION,P_DISCOVERY_FACILITY,P_YEAR,P_UPDATE,P_MASS,P_MASS_ERROR_MIN,P_MASS_ERROR_MAX,P_MASS_LIMIT,P_MASS_ORIGIN,P_RADIUS,P_RADIUS_ERROR_MIN,P_RADIUS_ERROR_MAX,P_RADIUS_LIMIT,P_PERIOD,P_PERIOD_ERROR_MIN,P_PERIOD_ERROR_MAX,P_PERIOD_LIMIT,P_SEMI_MAJOR_AXIS,P_SEMI_MAJOR_AXIS_ERROR_MIN,P_SEMI_MAJOR_AXIS_ERROR_MAX,P_SEMI_MAJOR_AXIS_LIMIT,P_ECCENTRICITY,P_ECCENTRICITY_ERROR_MIN,P_ECCENTRICITY_ERROR_MAX,P_ECCENTRICITY_LIMIT,P_INCLINATION,P_INCLINATION_ERROR_MIN,P_INCLINATION_ERROR_MAX,P_INCLINATION_LIMIT,P_OMEGA,P_OMEGA_ERROR_MIN,P_OMEGA_ERROR_MAX,P_OMEGA_LIMIT,S_NAME,S_NAME_HD,S_NAME_HIP,S_TYPE,S_RA,S_DEC,S_RA_STR,S_DEC_STR,S_MAG,S_MAG_ERROR_MIN,S_MAG_ERROR_MAX,S_DISTANCE,S_DISTANCE_ERROR_MIN,S_DISTANCE_ERROR_MAX,S_TEMPERATURE,S_TEMPERATURE_ERROR_MIN,S_TEMPERATURE_ERROR_MAX,S_TEMPERATURE_LIMIT,S_MASS,S_MASS_ERROR_MIN,S_MASS_ERROR_MAX,S_MASS_LIMIT,S_RADIUS,S_RADIUS_ERROR_MIN,S_RADIUS_ERROR_MAX,S_RADIUS_LIMIT,S_METALLICITY,S_METALLICITY_ERROR_MIN,S_METALLICITY_ERROR_MAX,S_METALLICITY_LIMIT,S_AGE,S_AGE_ERROR_MIN,S_AGE_ERROR_MAX,S_AGE_LIMIT,S_LOG_LUM,S_LOG_LUM_ERROR_MIN,S_LOG_LUM_ERROR_MAX,S_LOG_LUM_LIMIT,S_LOG_G,S_LOG_G_ERROR_MIN,S_LOG_G_ERROR_MAX,S_LOG_G_LIMIT,P_ESCAPE,P_POTENTIAL,P_GRAVITY,P_DENSITY,P_HILL_SPHERE,P_DISTANCE,P_PERIASTRON,P_APASTRON,P_DISTANCE_EFF,P_FLUX,P_FLUX_MIN,P_FLUX_MAX,P_TEMP_EQUIL,P_TEMP_EQUIL_MIN,P_TEMP_EQUIL_MAX,P_TEMP_SURF,P_TEMP_SURF_MIN,P_TEMP_SURF_MAX,P_TYPE,S_TYPE_TEMP,S_RA_TXT,S_DEC_TXT,S_LUMINOSITY,S_HZ_OPT_MIN,S_HZ_OPT_MAX,S_HZ_CON_MIN,S_HZ_CON_MAX,S_HZ_CON0_MIN,S_HZ_CON0_MAX,S_HZ_CON1_MIN,S_HZ_CON1_MAX,S_SNOW_LINE,S_ABIO_ZONE,S_TIDAL_LOCK,P_HABZONE_OPT,P_HABZONE_CON,P_TYPE_TEMP,P_HABITABLE,P_ESI,S_CONSTELLATION,S_CONSTELLATION_ABR,S_CONSTELLATION_ENG
"KMT-2021-BLG-0192L b","Microlensing","KMTNet","2022","2022-11-29","34.961120","-12.713140","15.891420","0","Mass","6.5600000","","","0","","","","0","1.6200000","-0.30000000","0.33000000","0","","","","0","","","","0","","","","0","KMT-2021-BLG-0192L","","","","268.10496","-30.008689","17h52m25.19s","-30d00m31.28s","","","","5120.0000","-990.00000","1000.0000","","","","0","0.27000000","-0.090000000","0.12000000","0","","","","0","","","","0","","","","0","","","","0","","","","0","2.3085578","5.3294390","0.81241449","0.12384367","0.081979913","1.6200000","1.6200000","1.6200000","1.6200000","","","","","","","","","","Neptunian","","17 52 25.19","-30 00 31.28","","","","","","","","","","","","0.29817579","0","0","","0","","Sagittarius","Sgr","Archer"
"KMT-2021-BLG-2294L b","Microlensing","KMTNet","2022","2022-11-29","22.247990","-12.713140","31.782840","0","Mass","5.0200000","","","0","","","","0","1.1500000","-0.20000000","0.20000000","0","","","","0","","","","0","","","","0","KMT-2021-BLG-2294L","","","","270.06242","-28.612439","18h00m14.98s","-28d36m44.78s","","","","6800.0000","-1080.0000","970.00000","","","","0","0.14000000","-0.070000000","0.20000000","0","","","","0","","","","0","","","","0","","","","0","","","","0","2.1052008","4.4318705","0.88284273","0.17586509","0.062307071","1.1500000","1.1500000","1.1500000","1.1500000","","","","","","","","","","Neptunian","","18 00 14.98","-28 36 44.78","","","","","","","","","","","","0.23954869","0","0","","0","","Sagittarius","Sgr","Archer"
"Kepler-512 b","Transit","Kepler","2016","2019-04-16","7.7000000","","","0","M-R relationship","2.6900000","-0.31000000","0.49000000","0","34.435880","-8.2580000e-05","8.2580000e-05","0","0.21940000","","","0","0.0000000","","","0","89.980000","","","0","","","","0","Kepler-512","","","","298.26892","48.916739","19h53m04.54s","+48d55m00.26s","12.728000","-0.069000000","0.069000000","467.37500","-4.7890000","4.8880000","5997.0000","-67.770000","75.840000","0","1.1700000","-0.050000000","0.070000000","0","1.3000000","-0.15000000","0.24000000","0","0.22000000","-0.076000000","0.082000000","0","3.7200000","-1.5000000","1.0000000","0","0.21600000","-0.026000000","0.025000000","0","4.2800000","-0.12000000","0.10000000","0","1.6918787","2.8624535","1.0641091","0.39557960","0.0041126665","0.21940000","0.21940000","0.21940000","0.21940000","34.160699","34.160699","34.160699","615.85915","615.85915","615.85915","","695.51613","695.51613","Neptunian","G","19 53 04.54","+48 55 00.26","1.6443717","0.94963979","2.2252546","1.2028292","2.1097439","1.2716823","2.1097439","1.1610610","2.1097439","3.4622926","3.1141921","0.46922083","0","0","Hot","0","0.25863938","Cygnus","Cyg","Swan"
"Kepler-59 b","Transit","Kepler","2012","2021-09-20","1.3700000","","","0","M-R relationship","1.1000000","","","0","11.868171","-0.00036000000","0.00036000000","0","0.10400000","","","0","0.0000000","","","0","86.930000","","","0","","","","0","Kepler-59","","","","287.03949","46.640168","19h08m09.48s","+46d38m24.60s","14.467000","-0.16000000","0.16000000","1163.2200","-21.340000","22.140000","6074.0000","","","0","1.0400000","","","0","0.94000000","","","0","0.020000000","-0.16900000","0.14100000","0","0.26000000","-0.92000000","0.92000000","0","0.32400000","","","0","4.5100000","","","0","1.1159993","1.2454545","1.1322314","1.0293013","0.0011403749","0.10400000","0.10400000","0.10400000","0.10400000","194.95453","194.95453","194.95453","951.88184","951.88184","951.88184","1075.0010","1075.0010","1075.0010","Terran","F","19 08 09.48","+46 38 24.60","2.1086281","1.0703288","2.5037773","1.3556929","2.3738088","1.4332056","2.3738088","1.3086005","2.3738088","3.9207014","3.4177921","0.28955529","0","0","Hot","0","0.29930077","Lyra","Lyr","Lyre"
"TOI-181 b","Transit","Transiting Exoplanet Survey Satellite (TESS)","2023","2023-03-15","46.168700","-7.8300000","2.7100000","0","Mass","6.9560000","-0.10100000","0.087000000","0","4.5320000","-2.0000000e-06","2.0000000e-06","0","0.053900000","-0.0036000000","0.0043000000","0","0.15430000","-0.030000000","0.060000000","0","88.280000","-0.34000000","0.32000000","0","-96.910000","-28.820000","19.480000","0","TOI-181","","","K","352.17254","-34.491410","23h28m41.41s","-34d29m29.08s","11.191000","-0.019000000","0.019000000","96.233800","-0.57140000","0.57810000","4994.0000","-50.000000","50.000000","0","0.82000000","-0.040000000","0.040000000","0","0.74000000","-0.020000000","0.020000000","0","0.27200000","-0.080000000","0.080000000","0","5.4000000","-4.9000000","4.9000000","0","-0.52600000","-0.016000000","0.016000000","0","4.6100000","-0.040000000","0.040000000","0","2.5762858","6.6372484","0.95417602","0.13717309","0.0017475715","0.054541639","0.045583230","0.062216770","0.054061677","103.76597","76.945828","143.34740","809.38463","754.47696","881.44894","","852.06316","995.45807","Neptunian","K","23 28 41.41","-34 29 29.08","0.29785164","0.42759580","1.0340707","0.54161326","0.98039178","0.57318313","0.98039178","0.52286805","0.98039178","1.4735462","0.49377801","0.44350149","0","0","Hot","0","0.12747148","Sculptor","Scl","Sculptor"
"Kepler-658 b","Transit","Kepler","2016","2019-04-16","3.2900000","","","0","M-R relationship","1.6300000","-0.060000000","0.060000000","0","1.2870768","-1.1900000e-06","1.1900000e-06","0","0.018800000","","","0","0.0000000","","","0","89.980000","","","0","","","","0","Kepler-658","","","","282.98362","47.578390","18h51m56.07s","+47d34m42.20s","16.440000","-0.20000000","0.20000000","388.38400","-4.9650000","5.0920000","4103.0000","-37.360000","39.350000","0","0.63000000","-0.030000000","0.020000000","0","0.60000000","-0.020000000","0.020000000","0","-0.040000000","-0.10400000","0.092000000","0","3.0900000","-1.5000000","4.2000000","0","-0.89900000","","","0","4.6800000","-0.010000000","0.010000000","0","1.4207058","2.0184049","1.2382852","0.75968418","0.00032625828","0.018800000","0.018800000","0.018800000","0.018800000","357.01322","357.01322","357.01322","1107.3140","1107.3140","1107.3140","1250.5371","1250.5371","1250.5371","Superterran","K","18 51 56.07","+47 34 42.20","0.12618275","0.28742860","0.72379892","0.36407319","0.68622139","0.38570730","0.68622139","0.35146309","0.68622139","0.95909972","0.097854968","0.37011052","0","0","Hot","0","0.27672979","Lyra","Lyr","Lyre"
"HD 187085 b","Radial Velocity","Anglo-Australian Telescope","2006","2019-06-24","265.70588","-3.4961300","3.4961300","0","Msini","13.900000","","","0","1019.7400","-22.580000","21.290000","0","2.1000000","-0.032000000","0.032000000","0","0.25100000","-0.19100000","0.22100000","0","","","","0","98.315000","-20.027000","78.336000","0","HD 187085","HD 187085","HIP 97546","G0 V","297.39157","-37.780993","19h49m33.98s","-37d46m51.57s","7.2200000","-0.030000000","0.030000000","45.899300","-0.093500000","0.093800000","6117.0000","-27.000000","27.000000","0","1.1900000","-0.020000000","0.020000000","0","1.2700000","-0.070000000","0.070000000","0","0.12000000","-0.040000000","0.040000000","0","2.7470000","-0.83800000","0.83800000","0","2.1300000","-0.44000000","0.55000000","0","4.2800000","-0.040000000","0.040000000","0","4.3721312","19.115531","1.3752181","0.098936551","0.095448937","2.1661510","1.5729000","2.6271000","2.1168901","31.600347","19.545500","54.525264","596.69246","535.62570","692.22799","","604.90506","781.76274","Jovian","G","19 49 33.98","-37 46 51.57","134.89629","8.5384243","19.955389","10.814871","18.919526","11.432822","18.919526","10.439126","18.919526","31.359113","3.8488701","0.44862513","0","0","Hot","0","0.097053048","Sagittarius","Sgr","Archer"
"Gl 686 b","Radial Velocity","Roque de los Muchachos Observatory","2018","2020-12-10","6.6240000","-0.43200000","0.43200000","0","Msini","2.4600000","","","0","15.530000","-0.0011000000","0.0011000000","0","0.091000000","-0.0010000000","0.0010000000","0","0.050000000","-0.030000000","0.030000000","0","","","","0","197.06200","-153.67300","153.67300","0","Gl 686","","HIP 86287","M1.0 V","264.47649","18.595951","17h37m54.36s","+18d35m45.42s","9.6200000","-0.10000000","0.10000000","8.1572800","-0.0023200000","0.0023200000","3656.0000","-51.000000","51.000000","0","0.43000000","-0.020000000","0.020000000","0","0.43000000","-0.010000000","0.010000000","0","-0.23000000","-0.16000000","0.16000000","0","","","","0","-1.5300000","-0.011000000","0.011000000","0","4.8700000","-0.070000000","0.070000000","0","1.6409396","2.6926829","1.0945866","0.44495388","0.0021516297","0.091113750","0.086450000","0.095550000","0.091028461","3.5682951","3.2325006","3.9488443","349.95412","341.57365","359.10149","395.21819","385.75377","405.54871","Superterran","M","17 37 54.36","+18 35 45.42","0.029512092","0.14021105","0.36104014","0.17759816","0.34229331","0.18825167","0.34229331","0.17143478","0.34229331","0.46383526","0.039973985","0.34820949","0","0","Hot","0","0.50294696","Hercules","Her","Hercules"
"EPIC 211822797 b","Transit","K2","2016","2021-09-20","4.3500000","","","0","M-R relationship","1.9200000","-0.070000000","0.12000000","0","21.170196","-6.4200000e-05","6.6200000e-05","0","0.11950000","-0.025100000","0.010000000","0","0.060000000","-0.048705000","0.13597000","0","89.730000","-0.22000000","0.19000000","0","0.0000000","-67.000000","156.00000","0","EPIC 211822797","","","M0","130.41021","17.639974","08h41m38.45s","+17d38m23.91s","15.133000","-0.16000000","0.16000000","186.19700","-1.3645000","1.3645000","4057.0000","-39.000000","37.000000","0","0.62000000","-0.020000000","0.020000000","0","0.58000000","-0.010000000","0.010000000","0","0.20000000","-0.070000000","0.050000000","0","0.79000000","-0.030000000","0.030000000","0","-1.1530000","-0.013000000","0.013000000","0","4.7000000","-0.010000000","0.010000000","0","1.5051993","2.2656250","1.1800130","0.61459012","0.0021510320","0.11971510","0.11233000","0.12667000","0.11955384","4.9322755","4.3817991","5.5719663","379.37433","368.56392","391.38288","428.44370","416.23504","442.00547","Superterran","M","08 41 38.45","+17 38 23.91","0.070307232","0.21478651","0.54210467","0.27206056","0.51395984","0.28824324","0.51395984","0.26263595","0.51395984","0.71591880","0.089938402","0.29328729","0","0","Hot","0","0.48103316","Cancer","Cnc","Crab"
"Gl 49 b","Radial Velocity","Multiple Observatories","2019","2019-06-07","5.6300000","-0.68000000","0.67000000","0","Msini","2.2400000","","","0","13.850800","-0.0051000000","0.0053000000","0","0.090500000","-0.0011000000","0.0011000000","0","0.36300000","-0.096000000","0.099000000","0","","","","0","43.000000","-21.000000","21.000000","0","Gl 49","","HIP 4872","M1.5 V","15.668732","62.345439","01h02m40.50s","+62d20m43.58s","9.5600000","-0.10000000","0.10000000","9.8528000","-0.0032800000","0.0032800000","3805.0000","-51.000000","51.000000","0","0.52000000","-0.020000000","0.020000000","0","0.51000000","-0.020000000","0.020000000","0","0.13000000","-0.16000000","0.16000000","0","","","","0","-1.3060000","-0.0080000000","0.0080000000","0","4.6900000","-0.070000000","0.070000000","0","1.5853684","2.5133929","1.1220504","0.50091535","0.0012756796","0.096462547","0.057648500","0.12335150","0.092059408","6.4771685","3.2487114","14.873870","395.88188","342.00109","500.27143","447.08637","386.23649","564.97797","Superterran","M","01 02 40.50","+62 20 43.58","0.049431069","0.18102416","0.46267230","0.22929464","0.43864959","0.24300711","0.43864959","0.22134319","0.43864959","0.60029367","0.055012408","0.37098149","0","0","Hot","0","0.41559614","Cassiopeia","Cas","Cassiopeia"
"Kepler-881 b","Transit","Kepler","2016","2018-09-25","3.8200000","","","0","M-R relationship","1.7800000","-0.32000000","0.43000000","0","4.4444802","-2.5300000e-05","2.5300000e-05","0","0.055200000","","","0","0.0000000","","","0","74.940000","","","0","","","","0","Kepler-881","","","","288.99255","46.670651","19h15m58.21s","+46d40m14.34s","15.281000","-0.11500000","0.11500000","1375.1800","-50.260000","50.260000","5961.0000","-115.91000","102.59000","0","1.0600000","-0.070000000","0.080000000","0","1.0900000","-0.11000000","0.26000000","0","0.0000000","-0.18100000","0.14900000","0","3.8000000","-2.0100000","2.1100000","0","0.12000000","","","0","4.3900000","-0.17000000","0.080000000","0","1.4649462","2.1460674","1.2056559","0.67733475","0.00084653222","0.055200000","0.055200000","0.055200000","0.055200000","432.63519","432.63519","432.63519","1161.7968","1161.7968","1161.7968","1312.0669","1312.0669","1312.0669","Superterran","G","19 15 58.21","+46 40 14.34","1.3182567","0.85214351","1.9984595","1.0793399","1.8947214","1.1411586","1.8947214","1.0418658","1.8947214","3.1000148","2.8326429","0.45564232","0","0","Hot","0","0.26872730","Cygnus","Cyg","Swan"
"Kepler-890 b","Transit","Kepler","2016","2019-04-16","58.600000","","","0","M-R relationship","8.8900000","-1.0600000","2.8600000","0","52.758756","-3.3450000e-05","3.3450000e-05","0","0.29440000","","","0","0.0000000","","","0","89.680000","","","0","","","","0","Kepler-890","","","","288.43572","43.763471","19h13m44.57s","+43d45m48.50s","15.235000","-0.11500000","0.11500000","1712.1200","-63.940000","69.000000","5954.0000","-101.27000","84.710000","0","1.0900000","-0.070000000","0.10000000","0","1.1300000","-0.14000000","0.36000000","0","0.090000000","-0.16600000","0.15200000","0","3.6300000","-1.8800000","1.8800000","0","0.32700000","","","0","4.3700000","-0.21000000","0.10000000","0","2.5674260","6.5916760","0.74147087","0.083405047","0.011114248","0.29440000","0.29440000","0.29440000","0.29440000","24.497648","24.497648","24.497648","566.73601","566.73601","566.73601","","640.03927","640.03927","Jovian","G","19 13 44.57","+43 45 48.50","2.1232445","1.0819273","2.5377693","1.3703884","2.4060362","1.4488853","2.4060362","1.3228106","2.4060362","3.9342664","2.8249399","0.45640610","0","0","Hot","0","0.13810640","Lyra","Lyr","Lyre"
"Kepler-1746 b","Transit","Kepler","2021","2021-12-05","59.100000","","","0","M-R relationship","8.9350000","","","0","321.21201","","","0","0.94530000","","","0","0.0000000","","","0","89.860000","","","0","","","","0","Kepler-1746","","","","288.32040","42.261387","19h13m16.90s","+42d15m40.99s","13.572000","-0.080000000","0.080000000","979.54100","-17.514000","17.514000","6018.0000","-120.00000","120.00000","0","1.0900000","-0.080000000","0.10000000","0","1.2900000","-0.21000000","0.21000000","0","0.060000000","-0.15000000","0.15000000","0","","","","0","0.49600000","","","0","4.2600000","-0.11000000","0.14000000","0","2.5718549","6.6144376","0.74028401","0.082852155","0.035788369","0.94530000","0.94530000","0.94530000","0.94530000","3.5063938","3.5063938","3.5063938","348.58996","348.58996","348.58996","","393.67759","393.67759","Jovian","F","19 13 16.90","+42 15 40.99","3.1332857","1.3091884","3.0663114","1.6582384","2.9071423","1.7531297","2.9071423","1.6006508","2.9071423","4.7792942","3.1532671","0.47478096","0","0","Hot","0","0.31179542","Lyra","Lyr","Lyre"
"Kepler-981 b","Transit","Kepler","2016","2019-04-16","5.9500000","","","0","M-R relationship","2.3100000","-0.18000000","0.30000000","0","4.4697577","-5.8600000e-06","5.8600000e-06","0","0.053500000","","","0","0.0000000","","","0","88.320000","","","0","","","","0","Kepler-981","","","","289.24891","47.650114","19h16m59.74s","+47d39m00.41s","14.875000","-0.16000000","0.16000000","878.08200","-14.188500","14.188500","5718.0000","-82.870000","78.230000","0","0.98000000","-0.050000000","0.040000000","0","0.96000000","-0.070000000","0.12000000","0","0.010000000","-0.17800000","0.14600000","0","4.0700000","-2.3200000","3.8000000","0","-0.081000000","","","0","4.4700000","-0.11000000","0.050000000","0","1.6049167","2.5757576","1.1150466","0.48270414","0.00097626861","0.053500000","0.053500000","0.053500000","0.053500000","289.92952","289.92952","289.92952","1051.1697","1051.1697","1051.1697","1187.1310","1187.1310","1187.1310","Superterran","G","19 16 59.74","+47 39 00.41","0.82985077","0.68610632","1.6190748","0.86904012","1.5350300","0.91901051","1.5350300","0.83889843","1.5350300","2.4595959","1.8177126","0.44898579","0","0","Hot","0","0.24404617","Cygnus","Cyg","Swan"
"OGLE-2007-BLG-368L b","Microlensing","OGLE","2009","2019-12-05","20.000000","-8.0000000","7.0000000","0","Mass","4.7200000","","","0","","","","0","2.8000000","-0.60000000","0.50000000","0","","","","0","","","","0","","","","0","OGLE-2007-BLG-368L","","","","269.10817","-32.237417","17h56m25.96s","-32d14m14.7s","17.710000","","0.18000000","5900.0000","-1400.0000","900.00000","","","","0","0.64000000","-0.26000000","0.21000000","0","","","","0","","","","0","","","","0","","","","0","","","","0","2.0584674","4.2372881","0.89773054","0.19019715","0.088218558","2.8000000","2.8000000","2.8000000","2.8000000","","","","","","","","","","Neptunian","","17 56 25.96","-32 14 14.70","","","","","","","","","","","","0.39756772","0","0","","0","","Scorpius","Sco","Scorpion"
"K2-256 b","Transit","K2","2018","2022-03-28","7.4100000","","","0","M-R relationship","2.6300000","-0.21000000","0.25000000","0","5.5201100","-0.0028900000","0.0023900000","0","0.057800000","-0.00080000000","0.00080000000","0","","","","0","","","","0","","","","0","K2-256","","","","186.22710","-2.0660477","12h24m54.50s","-02d03m57.77s","14.954000","-0.22900000","0.22900000","564.69300","-14.191000","14.928000","5219.0000","-136.00000","179.00000","0","0.84000000","-0.040000000","0.030000000","0","0.78000000","-0.020000000","0.020000000","0","-0.10000000","-0.17000000","0.17000000","0","","","","0","-0.46900000","-0.026000000","0.024000000","0","4.5800000","-0.020000000","0.010000000","0","1.6785382","2.8174905","1.0712892","0.40733428","0.0011946098","0.057800000","0.057800000","0.057800000","0.057800000","101.65865","101.65865","101.65865","808.88315","808.88315","808.88315","","913.50642","913.50642","Neptunian","K","12 24 54.50","-02 03 57.77","0.33962527","0.45147956","1.0825209","0.57186293","1.0263275","0.60504587","1.0263275","0.55206174","1.0263275","1.5734892","0.73265036","0.43528886","0","0","Hot","0","0.23742260","Virgo","Vir","Virgin"
"K2-147 b","Transit","K2","2018","2022-03-28","0.31500000","","","0","M-R relationship","0.73000000","-0.20000000","0.20000000","0","0.96191800","-1.3000000e-05","1.3000000e-05","0","0.015900000","-0.00050000000","0.00050000000","0","","","","0","89.900000","-4.0000000","5.0000000","0","","","","0","K2-147","","","","293.83303","-28.498475","19h35m19.93s","-28d29m54.51s","14.044000","-0.038000000","0.038000000","90.549400","-0.27500000","0.27670000","3775.0000","-186.00000","186.00000","0","0.58000000","-0.060000000","0.060000000","0","0.31000000","-0.080000000","0.080000000","0","-0.10000000","-0.15000000","0.15000000","0","","","","0","-1.2920000","-0.10600000","0.085000000","0","5.0000000","-0.070000000","0.070000000","0","0.65689181","0.43150685","0.59110527","0.80973325","0.00012976071","0.015900000","0.015900000","0.015900000","0.015900000","201.93228","201.93228","201.93228","960.28722","960.28722","960.28722","1084.4935","1084.4935","1084.4935","Subterran","M","19 35 19.93","-28 29 54.51","0.051050500","0.18406107","0.47114131","0.23314124","0.44667862","0.24709248","0.44667862","0.22505523","0.44667862","0.61004766","0.054185781","0.38473390","0","0","Hot","0","0.29121804","Sagittarius","Sgr","Archer"
